nation,pos,age,born,Playing Time_MP,Playing Time_Starts,Playing Time_Min,Playing Time_90s,Performance_Gls,Performance_Ast,Performance_G+A,Performance_G-PK,Performance_PK,Performance_PKatt,Performance_CrdY,Performance_CrdR,Per 90 Minutes_Gls,Per 90 Minutes_Ast,Per 90 Minutes_G+A,Per 90 Minutes_G-PK,Per 90 Minutes_G+A-PK,data_source
ENG,MF,26,1999,12,2,424,4.7,2,0,2,2,0,0,2,0,0.42,0.0,0.42,0.42,0.42,big5_club
CIV,MF,24,2001,8,3,330,3.7,1,1,2,1,0,0,0,0,0.27,0.27,0.55,0.27,0.55,big5_club
SEN,MF,27,1998,28,24,2174,24.2,9,1,10,6,3,3,2,0,0.37,0.04,0.41,0.25,0.29,big5_club
FRA,DF,19,2006,20,14,1336,14.8,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0,big5_club
FRA,FW,28,1997,32,25,2218,24.6,12,0,12,8,4,4,2,0,0.49,0.0,0.49,0.32,0.32,big5_club
COL,"MF,DF",30,1994,31,18,1733,19.3,0,2,2,0,0,0,7,0,0.0,0.1,0.1,0.0,0.1,big5_club
ENG,MF,16,2009,2,0,9,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,big5_club
NIR,"MF,FW",21,2003,21,7,796,8.8,1,0,1,0,1,1,0,0,0.11,0.0,0.11,0.0,0.0,big5_club
NOR,FW,25,2000,14,12,903,10.0,3,0,3,3,0,0,2,0,0.3,0.0,0.3,0.3,0.3,big5_club
ENG,"DF,MF",20,2004,1,0,4,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,big5_club
ENG,DF,25,2000,20,20,1800,20.0,2,2,4,2,0,0,4,0,0.1,0.1,0.2,0.1,0.2,big5_club
FRA,DF,25,2000,35,35,3085,34.3,1,2,3,1,0,0,4,1,0.03,0.06,0.09,0.03,0.09,big5_club
ENG,"MF,DF",34,1991,10,7,594,6.6,0,1,1,0,0,0,1,0,0.0,0.15,0.15,0.0,0.15,big5_club
FRA,FW,27,1998,1,0,3,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,big5_club
TRI,MF,19,2006,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,big5_club
ENG,MF,20,2005,4,0,44,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,big5_club
ENG,MF,25,1999,38,36,3251,36.1,1,2,3,1,0,0,6,0,0.03,0.06,0.08,0.03,0.08,big5_club
ARG,GK,32,1993,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,big5_club
ENG,MF,30,1995,31,19,1571,17.5,0,0,0,0,0,0,7,0,0.0,0.0,0.0,0.0,0.0,big5_club
ESP,"MF,FW",22,2002,34,26,2080,23.1,2,2,4,2,0,0,4,0,0.09,0.09,0.17,0.09,0.17,big5_club
GNB,FW,27,1998,37,17,1568,17.4,9,1,10,9,0,0,3,0,0.52,0.06,0.57,0.52,0.57,big5_club
ARG,MF,22,2002,20,6,689,7.7,0,1,1,0,0,0,4,0,0.0,0.13,0.13,0.0,0.13,big5_club
ENG,MF,25,1999,22,14,1168,13.0,0,1,1,0,0,0,1,0,0.0,0.08,0.08,0.0,0.08,big5_club
ENG,MF,18,2007,13,6,529,5.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,big5_club
SEN,MF,35,1989,25,25,2093,23.3,2,3,5,2,0,0,1,1,0.09,0.13,0.22,0.09,0.22,big5_club
SEN,MF,25,2000,32,32,2778,30.9,6,3,9,4,2,2,2,0,0.19,0.1,0.29,0.13,0.23,big5_club
ENG,MF,29,1995,20,18,1627,18.1,2,6,8,2,0,0,5,1,0.11,0.33,0.44,0.11,0.44,big5_club
IRL,DF,24,2001,37,35,3120,34.7,1,1,2,1,0,0,6,1,0.03,0.03,0.06,0.03,0.06,big5_club
ENG,"MF,DF",24,2001,38,38,3413,37.9,2,7,9,2,0,0,12,0,0.05,0.18,0.24,0.05,0.24,big5_club
ENG,DF,32,1992,37,37,3330,37.0,2,3,5,2,0,0,8,0,0.05,0.08,0.14,0.05,0.14,big5_club
ENG,DF,23,2002,10,7,680,7.6,1,0,1,1,0,0,1,0,0.13,0.0,0.13,0.13,0.13,big5_club
ENG,GK,31,1994,38,38,3420,38.0,0,0,0,0,0,0,4,0,0.0,0.0,0.0,0.0,0.0,big5_club
ENG,MF,26,1998,31,30,2626,29.2,8,4,12,8,0,0,6,0,0.27,0.14,0.41,0.27,0.41,big5_club
GER,MF,23,2002,16,6,682,7.6,1,0,1,1,0,0,0,0,0.13,0.0,0.13,0.13,0.13,big5_club
ENG,DF,32,1993,33,29,2591,28.8,3,1,4,3,0,0,1,1,0.1,0.03,0.14,0.1,0.14,big5_club
SCO,DF,23,2001,7,3,241,2.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,big5_club
IRL,DF,36,1988,5,1,21,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,big5_club
FRA,FW,22,2002,38,21,1914,21.3,8,0,8,8,0,0,3,0,0.38,0.0,0.38,0.38,0.38,big5_club
ENG,MF,22,2003,29,17,1487,16.5,0,2,2,0,0,0,9,0,0.0,0.12,0.12,0.0,0.12,big5_club
ENG,MF,19,2006,14,4,358,4.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,big5_club
ENG,MF,19,2006,11,1,218,2.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,big5_club
UKR,DF,26,1999,33,33,2958,32.9,0,1,1,0,0,0,6,0,0.0,0.03,0.03,0.0,0.03,big5_club
ESP,MF,29,1996,15,1,274,3.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,big5_club
NGA,MF,29,1996,29,29,2419,26.9,4,3,7,4,0,0,3,0,0.15,0.11,0.26,0.15,0.26,big5_club
USA,"DF,MF",27,1997,22,17,1492,16.6,1,0,1,0,1,1,5,0,0.06,0.0,0.06,0.0,0.0,big5_club
GER,GK,33,1992,38,38,3420,38.0,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0,big5_club
NGA,DF,25,1999,30,28,2534,28.2,1,0,1,1,0,0,5,0,0.04,0.0,0.04,0.04,0.04,big5_club
ENG,MF,25,2000,37,22,1923,21.4,3,0,3,3,0,0,1,0,0.14,0.0,0.14,0.14,0.14,big5_club
ENG,MF,30,1995,7,1,94,1.0,1,0,1,1,0,0,0,0,0.96,0.0,0.96,0.96,0.96,big5_club
WAL,MF,28,1997,36,32,2673,29.7,10,7,17,10,0,0,7,0,0.34,0.24,0.57,0.34,0.57,big5_club
MAR,DF,28,1997,13,8,816,9.1,1,0,1,1,0,0,2,0,0.11,0.0,0.11,0.11,0.11,big5_club
DEN,DF,29,1996,33,33,2875,31.9,0,1,1,0,0,0,7,1,0.0,0.03,0.03,0.0,0.03,big5_club
SWE,FW,18,2007,7,0,55,0.6,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,big5_club
ESP,DF,25,1999,15,11,938,10.4,0,0,0,0,0,0,6,0,0.0,0.0,0.0,0.0,0.0,big5_club
ENG,MF,18,2007,32,15,1308,14.5,1,2,3,1,0,0,4,0,0.07,0.14,0.21,0.07,0.21,big5_club
NED,DF,29,1995,22,21,1791,19.9,1,0,1,1,0,0,2,0,0.05,0.0,0.05,0.05,0.05,big5_club
BRA,MF,22,2003,26,9,1041,11.6,1,1,2,1,0,0,1,0,0.09,0.09,0.17,0.09,0.17,big5_club
NOR,MF,22,2003,14,6,571,6.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,big5_club
MEX,FW,34,1991,36,27,2189,24.3,9,3,12,5,4,4,5,0,0.37,0.12,0.49,0.21,0.33,big5_club
BRA,FW,24,2001,21,10,1000,11.1,1,1,2,1,0,0,2,0,0.09,0.09,0.18,0.09,0.18,big5_club
ENG,"DF,MF",25,2000,27,20,1823,20.3,3,1,4,3,0,0,0,0,0.15,0.05,0.2,0.15,0.2,big5_club
NGA,MF,26,1999,23,10,1079,12.0,3,4,7,3,0,0,0,0,0.25,0.33,0.58,0.25,0.58,big5_club
NOR,MF,27,1998,35,34,2905,32.3,0,1,1,0,0,0,5,0,0.0,0.03,0.03,0.0,0.03,big5_club
SRB,MF,28,1996,26,20,1734,19.3,1,2,3,1,0,0,9,0,0.05,0.1,0.16,0.05,0.16,big5_club
BEL,"DF,MF",29,1995,30,20,1845,20.5,0,0,0,0,0,0,4,0,0.0,0.0,0.0,0.0,0.0,big5_club
SCO,MF,34,1991,24,6,775,8.6,2,0,2,2,0,0,3,0,0.23,0.0,0.23,0.23,0.23,big5_club
GER,MF,26,1998,29,28,2370,26.3,5,3,8,5,0,0,3,0,0.19,0.11,0.3,0.19,0.3,big5_club
JPN,MF,26,1998,28,14,1315,14.6,2,0,2,2,0,0,1,0,0.14,0.0,0.14,0.14,0.14,big5_club
USA,"MF,FW",24,2000,37,30,2449,27.2,4,5,9,4,0,0,3,0,0.15,0.18,0.33,0.15,0.33,big5_club
WAL,"FW,MF",27,1997,19,6,559,6.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,big5_club
ENG,FW,28,1997,35,30,2721,30.2,14,1,15,10,4,5,3,0,0.46,0.03,0.5,0.33,0.36,big5_club
WAL,MF,24,2000,35,35,3119,34.7,1,1,2,1,0,0,10,0,0.03,0.03,0.06,0.03,0.06,big5_club
ARG,MF,20,2004,3,0,39,0.4,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,big5_club
SWE,"DF,MF",26,1999,32,31,2631,29.2,0,0,0,0,0,0,6,1,0.0,0.0,0.0,0.0,0.0,big5_club
BUL,MF,25,2000,23,15,1323,14.7,0,3,3,0,0,0,3,0,0.0,0.2,0.2,0.0,0.2,big5_club
ENG,FW,28,1996,11,1,269,3.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,big5_club
SVN,DF,26,1999,25,21,1890,21.0,1,2,3,1,0,0,4,0,0.05,0.1,0.14,0.05,0.14,big5_club
ENG,"DF,MF",27,1998,29,21,1901,21.1,2,1,3,2,0,0,4,0,0.09,0.05,0.14,0.09,0.14,big5_club
ENG,"MF,DF",25,2000,34,32,2793,31.0,1,2,3,1,0,0,6,0,0.03,0.06,0.1,0.03,0.1,big5_club
WAL,DF,27,1997,35,33,2951,32.8,2,0,2,2,0,0,3,0,0.06,0.0,0.06,0.06,0.06,big5_club
SUR,FW,25,1999,16,2,258,2.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,big5_club
WAL,GK,34,1990,22,22,1980,22.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,big5_club
BRA,GK,27,1997,16,16,1440,16.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,big5_club
GER,FW,26,1998,31,10,1083,12.0,6,1,7,4,2,3,0,0,0.5,0.08,0.58,0.33,0.42,big5_club
SUI,"FW,MF",25,2000,28,19,1561,17.3,8,1,9,8,0,0,3,0,0.46,0.06,0.52,0.46,0.52,big5_club
NED,DF,25,1999,34,33,2936,32.6,0,1,1,0,0,0,5,0,0.0,0.03,0.03,0.0,0.03,big5_club
ENG,"DF,MF",31,1993,2,0,9,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,big5_club
ENG,MF,27,1997,23,10,1011,11.2,2,2,4,2,0,0,2,0,0.18,0.18,0.36,0.18,0.36,big5_club
BEL,DF,26,1999,12,5,429,4.8,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,big5_club
ITA,FW,21,2003,23,4,537,6.0,0,1,1,0,0,0,3,0,0.0,0.17,0.17,0.0,0.17,big5_club
SWE,FW,25,1999,14,8,699,7.8,3,1,4,3,0,0,0,0,0.39,0.13,0.52,0.39,0.52,big5_club
ARG,MF,26,1998,37,31,2658,29.5,2,4,6,2,0,0,7,0,0.07,0.14,0.2,0.07,0.2,big5_club
BRA,GK,32,1992,26,26,2340,26.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,big5_club
SCO,DF,31,1994,24,11,1176,13.1,1,0,1,1,0,0,0,0,0.08,0.0,0.08,0.08,0.08,big5_club
NED,"MF,FW",26,1999,36,32,2737,30.4,7,5,12,7,0,0,3,0,0.23,0.16,0.39,0.23,0.39,big5_club
NIR,DF,22,2003,15,12,929,10.3,0,1,1,0,0,0,5,0,0.0,0.1,0.1,0.0,0.1,big5_club
ENG,"MF,DF",24,2001,34,18,1937,21.5,1,2,3,1,0,0,2,0,0.05,0.09,0.14,0.05,0.14,big5_club
HUN,"MF,DF",24,2000,36,36,3231,35.9,6,7,13,6,0,1,8,1,0.17,0.19,0.36,0.17,0.36,big5_club
ITA,MF,27,1997,26,1,339,3.8,2,1,3,2,0,0,3,0,0.53,0.27,0.8,0.53,0.8,big5_club
GER,MF,22,2003,33,27,2378,26.4,5,3,8,5,0,0,1,0,0.19,0.11,0.3,0.19,0.3,big5_club
ENG,GK,28,1997,3,2,213,2.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,big5_club
GEO,GK,24,2000,10,10,867,9.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,big5_club
ENG,"FW,MF",22,2003,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,big5_club
FRA,FW,23,2002,28,21,1803,20.0,11,4,15,11,0,0,0,0,0.55,0.2,0.75,0.55,0.75,big5_club
FRA,DF,26,1999,36,36,3090,34.3,1,0,1,1,0,0,7,0,0.03,0.0,0.03,0.03,0.03,big5_club
NED,"DF,MF",24,2000,21,12,1040,11.6,0,1,1,0,0,0,1,0,0.0,0.09,0.09,0.0,0.09,big5_club
ENG,DF,28,1997,21,7,607,6.7,0,2,2,0,0,0,4,0,0.0,0.3,0.3,0.0,0.3,big5_club
HUN,DF,21,2003,34,27,2257,25.1,2,1,3,2,0,0,4,0,0.08,0.04,0.12,0.08,0.12,big5_club
EGY,MF,33,1992,27,23,2146,23.8,7,7,14,6,1,1,1,0,0.29,0.29,0.59,0.25,0.55,big5_club
ENG,MF,16,2008,19,5,560,6.2,2,1,3,2,0,0,0,0,0.32,0.16,0.48,0.32,0.48,big5_club
NED,MF,23,2002,36,34,2992,33.2,5,3,8,5,0,0,5,0,0.15,0.09,0.24,0.15,0.24,big5_club
ENG,MF,18,2007,6,0,24,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,big5_club
NED,DF,34,1991,38,38,3420,38.0,6,0,6,6,0,0,4,0,0.16,0.0,0.16,0.16,0.16,big5_club
JPN,DF,32,1993,8,1,175,1.9,0,1,1,0,0,0,1,0,0.0,0.51,0.51,0.0,0.51,big5_club
UZB,DF,21,2004,21,15,1432,15.9,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,big5_club
GHA,"MF,FW",25,2000,17,17,1397,15.5,7,1,8,7,0,0,1,0,0.45,0.06,0.52,0.45,0.52,big5_club
POR,MF,30,1994,38,34,2872,31.9,2,4,6,2,0,0,10,0,0.06,0.13,0.19,0.06,0.19,big5_club
ENG,MF,17,2007,2,0,27,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,big5_club
NOR,FW,25,2000,35,34,2953,32.8,27,8,35,24,3,4,2,0,0.82,0.24,1.07,0.73,0.98,big5_club
ITA,GK,26,1999,34,34,3060,34.0,0,0,0,0,0,0,8,0,0.0,0.0,0.0,0.0,0.0,big5_club
ENG,GK,22,2002,4,4,360,4.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,big5_club
BEL,"MF,FW",23,2002,30,19,1784,19.8,5,5,10,5,0,0,0,0,0.25,0.25,0.5,0.25,0.5,big5_club
ENG,DF,31,1994,9,5,439,4.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,big5_club
CRO,DF,23,2002,18,16,1372,15.2,2,2,4,2,0,0,2,0,0.13,0.13,0.26,0.13,0.26,big5_club
ENG,DF,25,2000,15,15,1350,15.0,1,1,2,1,0,0,2,0,0.07,0.07,0.13,0.07,0.13,big5_club
CRO,MF,31,1994,6,1,130,1.4,0,1,1,0,0,0,0,0,0.0,0.69,0.69,0.0,0.69,big5_club
POR,DF,26,1998,34,32,2862,31.8,1,5,6,1,0,0,5,0,0.03,0.16,0.19,0.03,0.19,big5_club
ENG,DF,20,2005,2,2,135,1.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,big5_club
NED,DF,30,1995,18,6,695,7.7,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,big5_club
ENG,"DF,MF",20,2005,34,29,2646,29.4,5,3,8,5,0,0,5,0,0.17,0.1,0.27,0.17,0.27,big5_club
ESP,MF,23,2002,25,17,1569,17.4,1,0,1,1,0,0,6,0,0.06,0.0,0.06,0.06,0.06,big5_club
EGY,"FW,MF",26,1999,21,8,700,7.8,3,3,6,3,0,0,3,0,0.39,0.39,0.77,0.39,0.77,big5_club
NOR,"MF,FW",22,2003,9,5,468,5.2,0,1,1,0,0,0,1,0,0.0,0.19,0.19,0.0,0.19,big5_club
ENG,MF,25,2000,33,23,2086,23.2,7,5,12,7,0,0,4,0,0.3,0.22,0.52,0.3,0.52,big5_club
ALG,DF,24,2001,17,12,974,10.8,0,2,2,0,0,0,2,0,0.0,0.18,0.18,0.0,0.18,big5_club
FRA,MF,21,2003,33,19,1786,19.8,4,12,16,4,0,0,1,0,0.2,0.6,0.81,0.2,0.81,big5_club
ENG,DF,20,2004,11,4,407,4.5,0,1,1,0,0,0,2,0,0.0,0.22,0.22,0.0,0.22,big5_club
ESP,MF,29,1996,21,17,1511,16.8,1,0,1,1,0,0,3,0,0.06,0.0,0.06,0.06,0.06,big5_club
POR,DF,28,1997,26,24,2141,23.8,2,0,2,2,0,0,3,0,0.08,0.0,0.08,0.08,0.08,big5_club
BRA,MF,21,2004,24,7,833,9.3,1,1,2,1,0,0,2,0,0.11,0.11,0.22,0.11,0.22,big5_club
NED,MF,27,1998,28,19,1631,18.1,5,2,7,5,0,0,2,0,0.28,0.11,0.39,0.28,0.39,big5_club
TUR,GK,27,1998,6,6,540,6.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,big5_club
CIV,MF,23,2002,32,27,2341,26.0,2,3,5,2,0,0,2,0,0.08,0.12,0.19,0.08,0.19,big5_club
ENG,DF,18,2006,17,11,924,10.3,0,1,1,0,0,0,2,0,0.0,0.1,0.1,0.0,0.1,big5_club
ENG,MF,17,2008,1,0,16,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,big5_club
SVN,FW,22,2003,30,17,1643,18.3,11,1,12,11,0,0,2,0,0.6,0.05,0.66,0.6,0.66,big5_club
POR,MF,30,1994,35,35,3063,34.0,9,21,30,5,4,6,5,0,0.26,0.62,0.88,0.15,0.76,big5_club
CMR,"MF,FW",25,1999,33,31,2609,29.0,11,3,14,11,0,0,4,0,0.38,0.1,0.48,0.38,0.48,big5_club
BRA,MF,33,1992,34,33,2571,28.6,9,2,11,9,0,0,11,1,0.32,0.07,0.39,0.32,0.39,big5_club
POR,"DF,MF",26,1999,34,29,2614,29.0,1,3,4,1,0,0,5,0,0.03,0.1,0.14,0.03,0.14,big5_club
ENG,DF,32,1993,23,19,1653,18.4,1,2,3,1,0,0,3,1,0.05,0.11,0.16,0.05,0.16,big5_club
ENG,MF,18,2007,3,0,108,1.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,big5_club
NED,"FW,MF",24,2001,24,5,626,7.0,2,1,3,2,0,0,3,0,0.29,0.14,0.43,0.29,0.43,big5_club
ENG,MF,20,2005,28,16,1662,18.5,1,2,3,1,0,0,2,0,0.05,0.11,0.16,0.05,0.16,big5_club
FRA,DF,19,2005,32,18,1740,19.3,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,big5_club
ARG,DF,27,1998,18,13,1233,13.7,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,big5_club
ENG,DF,30,1995,38,38,3219,35.8,1,1,2,1,0,0,9,0,0.03,0.03,0.06,0.03,0.06,big5_club
URU,MF,24,2001,22,8,887,9.9,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,big5_club
ENG,MF,26,1999,23,12,1017,11.3,3,0,3,3,0,0,2,0,0.27,0.0,0.27,0.27,0.27,big5_club
BRA,"MF,FW",26,1999,33,29,2494,27.7,10,2,12,10,0,0,4,0,0.36,0.07,0.43,0.36,0.43,big5_club
NED,DF,25,1999,13,13,1170,13.0,1,0,1,1,0,0,0,0,0.08,0.0,0.08,0.08,0.08,big5_club
MAR,"DF,MF",27,1997,20,11,985,10.9,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0.0,big5_club
DEN,MF,20,2004,26,15,1449,16.1,4,4,8,4,0,0,5,0,0.25,0.25,0.5,0.25,0.5,big5_club
BEL,GK,23,2002,32,32,2880,32.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,big5_club
ENG,FW,18,2007,3,0,43,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,big5_club
SCO,MF,18,2007,2,0,18,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,big5_club
ENG,DF,20,2005,1,0,3,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,big5_club
NED,DF,25,1999,3,0,18,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,big5_club
ENG,GK,27,1998,12,11,1004,11.2,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,big5_club
IRL,DF,21,2004,2,0,9,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,big5_club
SWE,"FW,MF",23,2002,32,14,1319,14.7,0,1,1,0,0,0,0,0,0.0,0.07,0.07,0.0,0.07,big5_club
ENG,FW,24,2001,26,24,1795,19.9,6,2,8,3,3,3,3,1,0.3,0.1,0.4,0.15,0.25,big5_club
BRA,MF,27,1997,29,27,2453,27.3,9,5,14,7,2,2,6,0,0.33,0.18,0.51,0.26,0.44,big5_club
ENG,DF,33,1992,29,25,2199,24.4,1,2,3,1,0,0,11,1,0.04,0.08,0.12,0.04,0.12,big5_club
SWE,DF,30,1994,1,1,45,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,big5_club
SUI,DF,33,1991,16,11,1091,12.1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,big5_club
ENG,"FW,MF",27,1997,37,19,1966,21.8,7,1,8,7,0,0,1,0,0.32,0.05,0.37,0.32,0.37,big5_club
ENG,"FW,MF",30,1995,33,19,1617,18.0,3,2,5,3,0,0,2,0,0.17,0.11,0.28,0.17,0.28,big5_club
ENG,MF,24,2001,28,15,1450,16.1,2,3,5,2,0,0,5,1,0.12,0.19,0.31,0.12,0.31,big5_club
ENG,DF,31,1993,2,0,21,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,big5_club
ENG,MF,25,1999,24,10,983,10.9,0,2,2,0,0,0,3,0,0.0,0.18,0.18,0.0,0.18,big5_club
BRA,MF,28,1996,27,23,1951,21.7,2,1,3,2,0,0,10,0,0.09,0.05,0.14,0.09,0.14,big5_club
ENG,DF,34,1990,21,18,1586,17.6,0,1,1,0,0,0,3,0,0.0,0.06,0.06,0.0,0.06,big5_club
ENG,DF,20,2004,30,24,2181,24.2,1,1,2,1,0,0,4,0,0.04,0.04,0.08,0.04,0.08,big5_club
ENG,"MF,DF",19,2006,23,15,1496,16.6,1,4,5,1,0,0,0,0,0.06,0.24,0.3,0.06,0.3,big5_club
GER,DF,23,2001,35,33,2965,32.9,4,0,4,4,0,0,4,0,0.12,0.0,0.12,0.12,0.12,big5_club
ENG,GK,33,1992,27,27,2416,26.8,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,big5_club
GER,"FW,MF",23,2002,33,24,1902,21.1,8,3,11,7,1,1,0,0,0.38,0.14,0.52,0.33,0.47,big5_club
ITA,MF,25,2000,35,31,2534,28.2,0,2,2,0,0,0,4,0,0.0,0.07,0.07,0.0,0.07,big5_club
ENG,FW,18,2007,1,0,14,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,big5_club
NED,DF,25,2000,25,21,1835,20.4,1,1,2,1,0,0,2,0,0.05,0.05,0.1,0.05,0.1,big5_club
ENG,DF,22,2002,17,14,1328,14.8,0,1,1,0,0,0,1,0,0.0,0.07,0.07,0.0,0.07,big5_club
DEN,FW,21,2003,24,8,819,9.1,7,0,7,7,0,0,0,0,0.77,0.0,0.77,0.77,0.77,big5_club
COD,FW,28,1996,19,4,531,5.9,1,0,1,1,0,0,3,0,0.17,0.0,0.17,0.17,0.17,big5_club
SCO,GK,29,1996,1,0,45,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,big5_club
FRA,FW,23,2002,9,0,96,1.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,big5_club
ENG,MF,24,2000,30,21,1841,20.5,3,4,7,3,0,0,0,0,0.15,0.2,0.34,0.15,0.34,big5_club
NZL,FW,33,1991,15,11,901,10.0,3,0,3,3,0,0,0,0,0.3,0.0,0.3,0.3,0.3,big5_club
SUI,MF,24,2000,24,14,1173,13.0,1,1,2,1,0,0,1,0,0.08,0.08,0.15,0.08,0.15,big5_club
FRA,MF,22,2002,14,6,553,6.1,0,2,2,0,0,0,1,0,0.0,0.33,0.33,0.0,0.33,big5_club
BRA,MF,27,1998,8,5,315,3.5,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,big5_club
ENG,MF,22,2002,38,37,3331,37.0,4,4,8,3,1,1,8,0,0.11,0.11,0.22,0.08,0.19,big5_club
CIV,MF,27,1997,28,25,2075,23.1,2,2,4,2,0,0,5,0,0.09,0.09,0.17,0.09,0.17,big5_club
BRA,FW,24,2001,37,28,2298,25.5,6,4,10,5,1,1,2,0,0.23,0.16,0.39,0.2,0.35,big5_club
BRA,DF,20,2005,9,6,517,5.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,big5_club
ENG,MF,22,2002,14,2,298,3.3,0,1,1,0,0,0,1,0,0.0,0.3,0.3,0.0,0.3,big5_club
BRA,GK,29,1996,5,5,437,4.9,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,big5_club
POR,FW,25,1999,1,0,12,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,big5_club
ITA,FW,24,2000,4,1,129,1.4,1,0,1,1,0,0,0,0,0.7,0.0,0.7,0.7,0.7,big5_club
GER,"DF,MF",22,2003,7,3,357,4.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,big5_club
BEL,GK,33,1992,31,30,2668,29.6,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,big5_club
BRA,DF,24,2001,21,14,1345,14.9,1,0,1,1,0,0,5,0,0.07,0.0,0.07,0.07,0.07,big5_club
ENG,MF,25,2000,37,35,3097,34.4,15,4,19,14,1,1,1,0,0.44,0.12,0.55,0.41,0.52,big5_club
BRA,DF,23,2002,25,25,2130,23.7,1,0,1,1,0,0,5,0,0.04,0.0,0.04,0.04,0.04,big5_club
WAL,DF,24,2001,37,36,3204,35.6,2,3,5,2,0,0,6,1,0.06,0.08,0.14,0.06,0.14,big5_club
